Scenario,Region,Variable,Type,Year,Value
Current Policies,Yukon,Coal & Coke,Primary Fuel,2005,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2006,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2007,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2008,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2009,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2010,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2011,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2012,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2013,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2014,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2015,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2016,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2017,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2018,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2019,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2020,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2021,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2022,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2023,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2024,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2025,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2026,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2027,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2028,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2029,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2030,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2031,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2032,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2033,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2034,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2035,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2036,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2037,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2038,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2039,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2040,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2041,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2042,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2043,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2044,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2045,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2046,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2047,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2048,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2049,0
Current Policies,Yukon,Coal & Coke,Primary Fuel,2050,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2005,5696
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2006,5720
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2007,5774
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2008,5774
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2009,5827
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2010,5591
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2011,5488
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2012,5546
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2013,5679.3
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2014,6114
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2015,6142.8
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2016,6142.8
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2017,6142.8
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2018,5554.8
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2019,5554.8
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2020,5399.8
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2021,4385.8
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2022,3194.8
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2023,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2024,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2025,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2026,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2027,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2028,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2029,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2030,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2031,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2032,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2033,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2034,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2035,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2036,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2037,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2038,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2039,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2040,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2041,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2042,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2043,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2044,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2045,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2046,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2047,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2048,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2049,0
Evolving Policies,Alberta,Coal & Coke,Primary Fuel,2050,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2005,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2006,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2007,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2008,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2009,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2010,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2011,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2012,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2013,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2014,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2015,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2016,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2017,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2018,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2019,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2020,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2021,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2022,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2023,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2024,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2025,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2026,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2027,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2028,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2029,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2030,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2031,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2032,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2033,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2034,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2035,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2036,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2037,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2038,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2039,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2040,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2041,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2042,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2043,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2044,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2045,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2046,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2047,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2048,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2049,0
Evolving Policies,British Columbia,Coal & Coke,Primary Fuel,2050,0
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2005,15647.64
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2006,15563.64
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2007,15650.64
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2008,15471.64
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2009,15528.64
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2010,13779.64
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2011,13253.64
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2012,12419.64
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2013,11445.94
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2014,9641.64
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2015,9517.439
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2016,9517.439
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2017,9517.439
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2018,8929.439
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2019,8929.439
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2020,8521.8
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2021,7368.8
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2022,6038.8
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2023,2844
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2024,2844
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2025,2844
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2026,2553
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2027,2553
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2028,1978
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2029,1978
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2030,1978
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2031,1978
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2032,1978
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2033,1978
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2034,1978
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2035,1822
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2036,1822
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2037,1546
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2038,1546
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2039,1391
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2040,1391
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2041,115
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2042,115
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2043,115
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2044,115
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2045,115
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2046,115
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2047,115
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2048,115
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2049,115
Evolving Policies,Canada,Coal & Coke,Primary Fuel,2050,115
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2005,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2006,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2007,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2008,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2009,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2010,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2011,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2012,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2013,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2014,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2015,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2016,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2017,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2018,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2019,97.64
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2020,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2021,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2022,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2023,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2024,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2025,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2026,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2027,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2028,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2029,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2030,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2031,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2032,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2033,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2034,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2035,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2036,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2037,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2038,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2039,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2040,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2041,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2042,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2043,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2044,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2045,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2046,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2047,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2048,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2049,0
Evolving Policies,Manitoba,Coal & Coke,Primary Fuel,2050,0
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2005,541
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2006,541
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2007,541
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2008,541
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2009,541
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2010,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2011,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2012,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2013,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2014,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2015,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2016,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2017,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2018,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2019,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2020,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2021,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2022,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2023,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2024,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2025,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2026,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2027,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2028,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2029,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2030,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2031,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2032,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2033,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2034,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2035,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2036,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2037,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2038,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2039,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2040,490
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2041,0
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2042,0
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2043,0
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2044,0
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2045,0
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2046,0
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2047,0
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2048,0
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2049,0
Evolving Policies,New Brunswick,Coal & Coke,Primary Fuel,2050,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2005,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2006,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2007,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2008,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2009,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2010,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2011,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2012,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2013,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2014,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2015,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2016,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2017,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2018,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2019,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2020,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2021,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2022,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2023,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2024,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2025,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2026,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2027,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2028,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2029,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2030,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2031,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2032,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2033,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2034,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2035,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2036,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2037,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2038,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2039,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2040,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2041,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2042,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2043,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2044,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2045,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2046,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2047,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2048,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2049,0
Evolving Policies,Newfoundland and Labrador,Coal & Coke,Primary Fuel,2050,0
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2005,1288
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2006,1288
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2007,1288
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2008,1288
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2009,1288
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2010,1288
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2011,1288
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2012,1288
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2013,1252
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2014,1252
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2015,1252
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2016,1252
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2017,1252
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2018,1252
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2019,1252
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2020,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2021,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2022,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2023,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2024,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2025,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2026,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2027,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2028,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2029,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2030,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2031,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2032,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2033,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2034,1097
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2035,941
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2036,941
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2037,941
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2038,941
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2039,786
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2040,786
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2041,0
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2042,0
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2043,0
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2044,0
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2045,0
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2046,0
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2047,0
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2048,0
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2049,0
Evolving Policies,Nova Scotia,Coal & Coke,Primary Fuel,2050,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2005,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2006,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2007,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2008,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2009,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2010,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2011,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2012,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2013,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2014,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2015,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2016,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2017,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2018,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2019,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2020,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2021,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2022,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2023,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2024,0
Evolving Policies,Northwest Territories,Coal & Coke,Primary Fuel,2025,0
